
query_id   Q0   doc_id       rank    score               system_name
1        Q0   CACM-2319        1   43.58692385403038   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2379        2   34.776249519528974   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2541        3   29.0326805993708   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1827        4   28.218277980109896   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2542        5   28.007417147598105   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1750        6   25.284502753884347   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2740        7   24.327462034534456   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2380        8   24.26815803098445   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1938        9   23.902053521092125   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1605        10   23.76005680151027   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2629        11   23.388361555737852   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2357        12   23.373477228511433   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1523        13   23.01285868922645   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1410        14   22.976307857512694   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2003        15   22.952067739007493   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1698        16   22.70477105449219   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-3025        17   22.484115451962293   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-3048        18   22.105653852009848   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2188        19   21.99842384336676   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0585        20   21.90414506753909   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1519        21   21.848604930404264   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1749        22   21.462481856516188   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2424        23   21.440017223484563   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-3127        24   21.41819009240686   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2358        25   21.365958034224892   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1168        26   20.94892589151322   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2151        27   20.49215094909352   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2632        28   20.41180633616709   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1747        29   20.318194826015635   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1753        30   20.275553938138522   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2626        31   20.16196129749663   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1591        32   19.85833447859846   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1033        33   19.794557314548133   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2054        34   19.743411246592096   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2624        35   19.708136565047123   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2247        36   19.688881149852758   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1542        37   19.677364259776926   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2535        38   19.673930505742884   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2867        39   19.53118772071251   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2317        40   19.506823211849706   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2321        41   19.493678781955644   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1264        42   19.477861646635947   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0671        43   19.450967457041514   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1173        44   19.390543692269567   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2035        45   19.161369603716103   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2522        46   19.08288486395115   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1719        47   18.96014627085903   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1506        48   18.825755177304764   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1534        49   18.815529277437573   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2984        50   18.63450360196188   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-3137        51   18.612636958550677   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0971        52   18.471209989547752   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1544        53   18.453013696739824   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-3089        54   18.412372480120307   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1572        55   18.411894670627426   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1805        56   18.388931352630365   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2919        57   18.242482337422807   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2764        58   18.23108839887839   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2812        59   18.153233680267764   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1680        60   18.054005470646864   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2371        61   18.034786407034595   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2452        62   18.02861280378908   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1161        63   18.018327161481423   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1960        64   17.98275339281205   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2681        65   17.866752076584213   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1462        66   17.817236087271148   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2948        67   17.803957389544326   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1752        68   17.788914092256505   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1844        69   17.77534557090961   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2868        70   17.660371617752045   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2378        71   17.6597907692109   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1464        72   17.635893216172573   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2920        73   17.61226996049283   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1647        74   17.55228027153364   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1518        75   17.537860530934292   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2344        76   17.43512341913733   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1657        77   16.781542383051068   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1341        78   16.741856064972243   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1393        79   16.632346364305363   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0046        80   16.517176740452168   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2356        81   16.50924215432563   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0414        82   16.185756615145884   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2875        83   16.059622895910895   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1225        84   16.015324567973707   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2840        85   15.936716928412018   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2951        86   15.913023733758248   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-3174        87   15.867926354472669   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2318        88   15.854443247993075   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2947        89   15.802496021866643   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1571        90   15.788091768130705   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0637        91   15.726800342665175   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2841        92   15.69076048631386   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2017        93   15.662463572836261   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1179        94   15.659242396271345   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1885        95   15.648427929976386   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0698        96   15.645081955002215   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-0252        97   15.63676397010868   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2218        98   15.589641915080042   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-2988        99   15.58632766339578   Pseudo_Relevance_Feedback_BM25   
1        Q0   CACM-1315        100   15.555031243347978   Pseudo_Relevance_Feedback_BM25   

query_id   Q0   doc_id       rank    score               system_name
2        Q0   CACM-2434        1   60.81711293259135   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2863        2   42.71540391373299   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3078        3   28.452927302040344   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2595        4   21.936107146577914   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2914        5   20.02818262434923   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2277        6   17.687702180194663   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2862        7   15.959608066255122   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1964        8   15.66890544827923   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1751        9   15.522328785900044   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2450        10   15.083192284456226   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1526        11   14.966485214058055   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2996        12   14.260946704652634   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2522        13   14.187486945567702   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2373        14   14.145017574329101   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2540        15   14.092930978564794   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1012        16   13.611623457226823   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2668        17   12.879310510483926   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2582        18   12.761651685171337   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1916        19   12.699413370427965   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3129        20   12.391267598764191   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3144        21   12.043519950071747   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0616        22   11.937752311783429   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1519        23   11.331636402740305   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1652        24   11.221371937765674   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1931        25   10.927184802101698   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3067        26   10.811593993303164   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2177        27   10.506917714654035   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1977        28   10.374580394894007   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1705        29   10.36652706161723   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2928        30   10.312008659340805   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1264        31   9.884550838782234   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2905        32   9.648924539385773   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1259        33   9.458492452856587   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1391        34   9.444030012949254   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1924        35   9.417067002282637   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3202        36   9.14628797857348   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3006        37   9.10713388360836   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1527        38   8.91148728284858   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1486        39   8.780253376174684   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1010        40   8.756657208367542   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1062        41   8.724907778373215   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2933        42   8.660549522851763   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1892        43   8.653931475149548   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1046        44   8.641149409971815   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1214        45   8.578182166205258   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2451        46   8.52850775804721   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2194        47   8.4468160304401   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3047        48   8.410747432425348   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0282        49   8.30906896812677   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1926        50   8.195852775765047   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2039        51   8.162735543737892   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2250        52   8.09420946593659   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1503        53   8.091384096349017   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2741        54   8.065855825941012   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1593        55   8.03490192662248   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1591        56   8.017894647852522   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3190        57   7.9614234972373215   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2851        58   7.921612069538265   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3002        59   7.907391599944925   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1272        60   7.896285957372309   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2446        61   7.796933669117365   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0492        62   7.771591001100399   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1542        63   7.745031973715086   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0617        64   7.714672152771572   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1458        65   7.710422774397184   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1379        66   7.690186239618514   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3171        67   7.6580349478831575   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2188        68   7.630784550197484   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2786        69   7.596981478009958   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2297        70   7.590041558840825   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2964        71   7.563145418191146   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2688        72   7.559334130672767   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0867        73   7.491659859651613   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1728        74   7.46383225767465   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3201        75   7.461343264405938   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1553        76   7.450259228727452   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2714        77   7.4454848069407   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0717        78   7.4454599043274685   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2977        79   7.382491640674187   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2828        80   7.358716182044482   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2572        81   7.358111905421499   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2498        82   7.355963819520775   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2215        83   7.341207548597957   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1975        84   7.287855765773706   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0047        85   7.270921225345573   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2686        86   7.234192702983549   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2939        87   7.214004504868321   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3046        88   7.1968203169023806   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2680        89   7.18023639416104   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1821        90   7.177905109850426   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0942        91   7.169784061539971   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1334        92   7.1524812694581925   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3127        93   7.1405027816941375   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-2047        94   7.132354159969815   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-0242        95   7.100837471198043   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1867        96   7.075598939744186   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3048        97   7.068759450003284   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-1764        98   7.0573209762539015   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3117        99   7.019178969127837   Pseudo_Relevance_Feedback_BM25   
2        Q0   CACM-3136        100   7.010246226276925   Pseudo_Relevance_Feedback_BM25   

query_id   Q0   doc_id       rank    score               system_name
3        Q0   CACM-2061        1   38.5008085753023   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1683        2   20.62060278526726   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2179        3   19.30792448375204   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1350        4   17.844738349947555   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1768        5   16.723859341367316   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2739        6   16.154388311104462   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1787        7   15.37282364209719   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2921        8   13.88956941691487   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1737        9   13.77560782958804   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2110        10   13.548408464555726   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1265        11   13.086625924750287   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2112        12   12.965161966332204   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1825        13   12.89846055324196   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2546        14   12.513583857017636   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2423        15   12.301073008701591   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2698        16   12.188903569156142   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-0949        17   12.083562671025447   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2886        18   11.417659649039251   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1569        19   11.18992792814667   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2733        20   10.120033930960297   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-3093        21   10.08422161261404   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2084        22   9.804834260366984   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2836        23   9.605826805475822   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1399        24   9.591548684880426   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1836        25   9.40830008614303   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-3094        26   9.143010037498637   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2113        27   8.76667760213845   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2703        28   8.718549060523431   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2603        29   8.715561038056554   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2702        30   8.458669429549872   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2684        31   8.096685078887386   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-3045        32   8.059794535315866   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2754        33   7.766487838179847   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1911        34   7.602434516146621   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-1012        35   7.56408661375543   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-0483        36   7.51133225968026   Pseudo_Relevance_Feedback_BM25   
3        Q0   CACM-2476        37   7.434659574498154   Pseudo_Relevance_Feedback_BM25   
