
query_id   Q0   doc_id       rank    score               system_name
1        Q0   CACM-2319        1   25.46708232984652   BM_25   
1        Q0   CACM-2379        2   22.28287213930425   BM_25   
1        Q0   CACM-1519        3   21.848604930404264   BM_25   
1        Q0   CACM-1410        4   20.528789998414855   BM_25   
1        Q0   CACM-1605        5   20.510087465277653   BM_25   
1        Q0   CACM-1523        6   20.449169492117292   BM_25   
1        Q0   CACM-2380        7   20.34142914873744   BM_25   
1        Q0   CACM-1591        8   19.85833447859846   BM_25   
1        Q0   CACM-1033        9   19.794557314548133   BM_25   
1        Q0   CACM-1698        10   19.409941144698443   BM_25   
1        Q0   CACM-1749        11   19.219529968326814   BM_25   
1        Q0   CACM-1506        12   18.825755177304764   BM_25   
1        Q0   CACM-1938        13   18.68803101986863   BM_25   
1        Q0   CACM-2632        14   18.56030660326534   BM_25   
1        Q0   CACM-2629        15   18.499319367714847   BM_25   
1        Q0   CACM-3127        16   18.453431009787757   BM_25   
1        Q0   CACM-1544        17   18.453013696739824   BM_25   
1        Q0   CACM-1680        18   18.054005470646864   BM_25   
1        Q0   CACM-2371        19   18.034786407034595   BM_25   
1        Q0   CACM-1161        20   18.018327161481423   BM_25   
1        Q0   CACM-2740        21   17.85944667023749   BM_25   
1        Q0   CACM-3025        22   17.780407628792062   BM_25   
1        Q0   CACM-3048        23   17.74608536721034   BM_25   
1        Q0   CACM-2357        24   17.69209886011203   BM_25   
1        Q0   CACM-1464        25   17.635893216172573   BM_25   
1        Q0   CACM-1647        26   17.55228027153364   BM_25   
1        Q0   CACM-1264        27   17.51665869938786   BM_25   
1        Q0   CACM-0585        28   17.45829778629656   BM_25   
1        Q0   CACM-1168        29   17.414653717093554   BM_25   
1        Q0   CACM-1750        30   17.223891082543734   BM_25   
1        Q0   CACM-2541        31   17.13387606607564   BM_25   
1        Q0   CACM-2054        32   16.891499823781214   BM_25   
1        Q0   CACM-2358        33   16.829773971187752   BM_25   
1        Q0   CACM-2317        34   16.816383449270464   BM_25   
1        Q0   CACM-1657        35   16.781542383051068   BM_25   
1        Q0   CACM-1393        36   16.632346364305363   BM_25   
1        Q0   CACM-1844        37   16.563198465151338   BM_25   
1        Q0   CACM-0414        38   16.185756615145884   BM_25   
1        Q0   CACM-1827        39   16.156472521498998   BM_25   
1        Q0   CACM-2424        40   16.079275611671516   BM_25   
1        Q0   CACM-1225        41   16.015324567973707   BM_25   
1        Q0   CACM-2947        42   15.802496021866643   BM_25   
1        Q0   CACM-0637        43   15.726800342665175   BM_25   
1        Q0   CACM-2535        44   15.69848016859527   BM_25   
1        Q0   CACM-2948        45   15.69011507883701   BM_25   
1        Q0   CACM-1179        46   15.659242396271345   BM_25   
1        Q0   CACM-1885        47   15.648427929976386   BM_25   
1        Q0   CACM-0698        48   15.645081955002215   BM_25   
1        Q0   CACM-0252        49   15.63676397010868   BM_25   
1        Q0   CACM-1315        50   15.555031243347978   BM_25   
1        Q0   CACM-0971        51   15.554549029979324   BM_25   
1        Q0   CACM-1304        52   15.495008707532694   BM_25   
1        Q0   CACM-2764        53   15.488693374205619   BM_25   
1        Q0   CACM-2080        54   15.470102182714172   BM_25   
1        Q0   CACM-1753        55   15.467412973488344   BM_25   
1        Q0   CACM-2597        56   15.362521363758557   BM_25   
1        Q0   CACM-1685        57   15.305763102668918   BM_25   
1        Q0   CACM-1173        58   15.269435662011848   BM_25   
1        Q0   CACM-2542        59   15.234775596900626   BM_25   
1        Q0   CACM-2378        60   15.187621916503161   BM_25   
1        Q0   CACM-2681        61   15.124410026696467   BM_25   
1        Q0   CACM-3068        62   15.110615338265877   BM_25   
1        Q0   CACM-1236        63   15.105164169707518   BM_25   
1        Q0   CACM-1195        64   15.094376686916736   BM_25   
1        Q0   CACM-2624        65   15.03145242919052   BM_25   
1        Q0   CACM-1542        66   15.029253868318552   BM_25   
1        Q0   CACM-2796        67   14.964851753995958   BM_25   
1        Q0   CACM-1046        68   14.945529372406845   BM_25   
1        Q0   CACM-1462        69   14.852477004652046   BM_25   
1        Q0   CACM-2398        70   14.852392363516781   BM_25   
1        Q0   CACM-2188        71   14.826862066594705   BM_25   
1        Q0   CACM-2560        72   14.73325262182685   BM_25   
1        Q0   CACM-1226        73   14.712751258286632   BM_25   
1        Q0   CACM-1960        74   14.704609580607533   BM_25   
1        Q0   CACM-2868        75   14.679069284974483   BM_25   
1        Q0   CACM-1697        76   14.631335524618963   BM_25   
1        Q0   CACM-2946        77   14.605747471897361   BM_25   
1        Q0   CACM-1482        78   14.59645647301229   BM_25   
1        Q0   CACM-2219        79   14.595315216748405   BM_25   
1        Q0   CACM-2920        80   14.513589445069828   BM_25   
